176.58,6.7937,764.86,-0.25982,0.16043
161.03,5.9829,291.48,0.76423,3.1636
110.06,6.3818,563.85,1.2681,1.6944
126.73,6.7687,896.04,0.9896,0.69999
116.02,6.6432,848.84,1.2189,1.2208
97.648,6.735,1440.5,1.8618,3.5027
144.87,6.4288,565.63,-0.085679,4.0644
103.41,6.4214,530.1,0.28846,3.1046
128.6,6.9089,996.12,-0.11342,1.7938
101.1,6.3083,487.03,1.2001,2.0246
87.222,6.1774,628.02,3.0553,14.592
108.49,5.9832,305.42,-0.022917,2.2893
138.8,5.3354,223.11,3.1109,17.552
112.41,6.8406,1259.6,0.90339,0.88387
110.69,6.8114,1240.4,0.95792,1.119
103.77,6.9369,1387.8,1.374,2.5974
128.03,5.7811,213.56,0.93109,4.2208
105.75,7.1474,2044.2,1.217,0.90727
154.69,7.1689,1457.3,-0.70675,-0.0022034
106.01,6.6816,1789.9,1.6464,1.7481
98.462,5.6155,750.32,2.9124,9.2304
150.97,6.2514,369.94,-0.26559,0.72444
157.29,6.3258,398.47,0.23021,0.76628
150.61,6.5276,516.31,0.34979,-0.044066
104.16,6.5728,636.95,0.87935,3.0531
108.84,6.6359,624.07,-0.067751,0.048363
132.94,5.3913,142.93,0.53983,0.90811
134.51,5.4335,150.38,0.38059,0.48319
132.63,6.41,507.98,0.52181,-0.44527
133.59,5.2576,91.292,-0.090186,1.4646
133.93,6.4445,644.31,1.1358,4.6666
146.89,5.7606,364.13,-2.279,10.449
125.29,5.1637,166.97,3.2797,22.016
128.53,5.6686,242.37,2.5133,13.051
151.76,6.726,812.45,-0.55002,0.90863
114.83,6.7215,858.9,1.2133,3.0426
118.42,5.4939,154.03,1.5604,9.8012
141.07,4.8832,68.17,0.047833,0.50226
109.98,6.2289,424.39,1.1468,2.4543
133.8,6.8813,946.57,0.63298,-0.13691
103.9,6.3818,523.1,0.72798,0.1709
146.01,6.8663,834.05,0.13537,-0.43294
132.95,5.7576,251.04,0.19923,7.4999
176.58,6.7937,764.86,-0.25982,0.16043
110.69,6.8114,1240.4,0.95792,1.119
103.41,6.4214,530.1,0.28846,3.1046
144.87,6.4288,565.63,-0.085679,4.0644
98.048,6.9481,1368,1.4351,3.0674
142.08,6.6159,632.87,0.02415,-0.24005
124.88,7.1023,1217,0.1359,0.086293
120.93,7.2683,1466.5,0.20114,-0.44764
101.1,6.3083,487.03,1.2001,2.0246
87.222,6.1774,628.02,3.0553,14.592
110.75,6.3917,464.78,-0.22742,1.5064
112.95,5.2823,193.86,2.4208,11.805
157.29,6.3258,398.47,0.23021,0.76628
137.93,6.3964,440.76,0.46317,0.16969
150.61,6.5276,516.31,0.34979,-0.044066
150.97,6.2514,369.94,-0.26559,0.72444
112.28,6.9495,1266.2,0.94228,0.41668
106.01,6.6816,1789.9,1.6464,1.7481
125.18,6.5854,670.65,-0.12672,1.5513
156.76,6.2515,346.28,0.14178,-0.37391
98.462,5.6155,750.32,2.9124,9.2304
145.13,6.729,676.32,0.041543,-0.36671
103.77,6.9369,1387.8,1.374,2.5974
103.93,6.2842,1036.9,2.5817,7.455
128.03,5.7811,213.56,0.93109,4.2208
97.648,6.735,1440.5,1.8618,3.5027
126.73,6.7687,896.04,0.9896,0.69999
93.769,7.1006,2061.1,1.6476,3.2267
149.07,6.7816,738.69,0.37392,0.38043
136.27,7.0555,1110.3,0.54316,0.34857
144.31,7.3726,2432.2,-0.71895,-0.49304
145.58,6.7029,708.69,0.45882,0.85342
145.96,6.6398,706.04,0.50669,2.1146
159.98,6.0166,313.4,-0.43023,6.8508
114.6,6.319,475.76,-0.84095,2.8801
90.601,6.6501,897.14,1.5245,5.8355
94.768,6.4401,1239,2.6299,7.8318
107.58,6.8024,850.37,1.0009,2.5021
107.26,6.2782,417.89,0.53873,2.3519
108.41,6.4654,682.55,1.6565,6.7873
100.93,6.6354,671.68,0.3362,1.5249
125.04,6.5868,936.95,0.85263,1.8423
102.86,6.7756,870.57,0.56859,0.76484
144.93,6.45,492.86,-0.03138,1.8678
137.69,6.6792,704.78,0.68469,0.92648
140.39,6.8814,874.34,0.49164,0.52906
161.49,6.743,696.01,-0.35817,0.017854
120.11,7.1576,1247.6,0.090874,-0.21107
92.549,6.6485,909.91,1.851,5.4008
98.819,6.896,1149.2,1.3095,2.1847
148.29,6.9845,965.34,-0.33905,0.1064
137.19,6.4785,580.51,-0.9741,2.397
128.27,6.8534,850.83,-0.27892,0.27042
141.4,7.1829,1347.9,-0.18456,-0.57196
119.22,6.7813,4045.6,1.2431,0.10664
124.21,6.8252,815.6,0.16735,0.022907
129.51,7.0293,1015.9,0.20178,-0.10512
131.85,6.7096,795.69,0.90478,0.94578
159.22,6.5011,508.79,0.32714,0.24018
119.48,6.7174,755.54,0.019846,0.29926
138.91,6.9627,1276.2,0.75033,0.13376
147.43,6.9196,879.03,0.13879,-0.21998
154.27,6.6617,604.46,0.041998,0.030026
150.88,6.5513,518.74,0.092773,0.24
155.97,6.3464,399.75,0.029716,-0.43617
143.16,6.828,866.24,0.30285,1.7631
158.39,6.7166,668.1,0.051914,-0.027971
140.45,6.5513,527.44,-0.18494,0.26256
137.03,6.7056,645.33,-0.16748,0.078722
121.08,7.1734,1471.9,0.87549,0.87075
124.56,7.1885,1357.2,0.56454,0.30469
141.6,5.8399,254.27,-1.185,4.2564
135.91,6.6051,582.53,-0.36731,0.73966
134.64,7.2545,1386.5,0.06853,-0.34144
137.56,7.0047,987.32,7.9329e-05,0.44582
135.18,6.7119,694.51,0.40722,-0.27207
141.05,7.2361,1440.7,0.36691,-0.39042
140.8,7.0911,1153.6,0.2862,-0.027149
141.43,6.9061,853.32,0.12221,0.12286
143.74,6.9191,871.66,0.12696,-0.085549
149.74,6.4687,473.81,0.1154,-0.27277
135.62,7.0253,1015.4,-0.027309,-0.5259
131.05,6.831,804.33,0.4806,0.36288
132.93,7.0042,1027,0.48886,0.051874
132.23,7.1401,1182.5,-0.003329,-0.41022
131.87,6.8905,830.35,0.07853,-0.26144
139.44,6.6636,652.68,0.52687,-0.053188
136.94,6.8303,773.88,0.037612,0.014154
144.94,6.7837,838.42,0.33237,1.627
160.03,7.2176,1358.5,-0.40995,0.38832
152.08,7.2662,2365.2,-0.9551,-0.085092
85.225,6.5945,1674.2,2.3628,6.09
99.638,7.0833,2248.5,1.6284,2.9031
103.08,6.0304,7083.8,1.0797,-0.59556
136.03,7.4429,2502.1,-0.54064,-0.67447
119.6,7.0478,1404.9,0.24598,0.88665
154.94,7.1981,2119.6,-1.0609,0.34457
128.46,5.9666,345,-1.1699,3.5699
110.43,6.339,432.82,-0.45044,1.3483
98.048,6.9481,1368,1.4351,3.0674
124.15,6.1037,350.05,0.94232,4.4036
125.37,6.7144,816.38,-0.8292,1.7902
142.08,6.6159,632.87,0.02415,-0.24005
121.21,5.6387,466.63,2.971,12.079
103.93,6.2842,1036.9,2.5817,7.455
112.28,6.9495,1266.2,0.94228,0.41668
125.18,6.5854,670.65,-0.12672,1.5513
156.76,6.2515,346.28,0.14178,-0.37391
137.93,6.3964,440.76,0.46317,0.16969
112.95,5.2823,193.86,2.4208,11.805
136.55,5.7648,191.31,0.5183,0.73826
135.15,5.6888,204.56,1.206,2.323
128.34,5.1806,86.812,0.30931,2.7925
129.83,6.4611,491.93,0.24922,-0.42766
138.68,6.2151,530.38,1.7201,4.6711
142.08,6.9601,1040.6,0.66565,0.62591
111.13,6.4267,478.87,0.38685,0.45866
122.9,6.0698,316.11,0.84126,1.1416
123.92,6.1704,342.71,0.59067,0.15567
127.39,7.2408,1677.8,0.27912,0.64132
180.46,6.1872,694.63,1.3841,1.583
161.03,5.9829,291.48,0.76423,3.1636
135.67,6.625,623.89,-0.04661,-0.72888
112.41,6.8406,1259.6,0.90339,0.88387
125.37,6.7144,816.38,-0.8292,1.7902
119.84,6.2905,514.26,1.3174,5.0142
108.84,6.6359,624.07,-0.067751,0.048363
86.382,6.6424,1755.9,2.2978,5.6346
135.48,7.3842,1712.1,-0.13308,0.25613
121.36,7.1189,1448.7,0.28546,0.88283
146.72,6.4656,511.91,0.20729,1.4303
101.18,6.3191,504.33,1.1495,5.6744
133.16,6.7239,773.9,-0.42009,0.92555
153.92,6.7897,761.58,-0.42296,0.82316
153.14,6.7405,690.39,-0.065981,0.62575
117.54,7.0464,1322.9,1.0264,0.8735
122.7,7.1069,1176.7,-0.125,-0.12776
142.42,7.1124,1208.4,-0.35483,0.6213
120.76,7.1055,1197.8,0.052671,-0.58732
138.42,6.6455,666.72,0.48186,0.84702
150.97,6.5697,531.01,-0.063245,-0.20053
150.98,6.533,507.37,-0.16019,0.18202
155.21,6.5967,560.05,0.11932,-0.11867
148.31,6.7429,688.5,-0.33594,0.49062
145.03,6.02,277.26,-0.65735,2.7015
142.62,6.0364,280.88,-0.57451,3.1323
127.61,6.8426,784.65,-0.10208,-0.027692
132.2,6.8503,809.33,-0.24996,0.088949
150.91,6.9582,912.62,0.032112,-0.069106
156.72,6.9249,886.89,0.1094,0.31039
136.65,7.1776,1345.7,0.45157,-0.33001
134.1,6.919,866.6,0.082513,-0.25968
144.17,6.7198,782.36,0.50272,1.8552
121.07,7.1327,1489.5,0.24962,0.77872
95.289,6.5079,7293.3,1.1203,-0.4988
145.42,6.7335,674.21,0.15467,0.26484
136.27,7.1774,1274.6,-0.14597,0.11658
